problem_link,problem_name,num_occur
https://leetcode.com/problems/maximum-product-subarray/,Maximum Product Subarray,29
https://leetcode.com/problems/reverse-words-in-a-string/,Reverse Words in a String,2
https://leetcode.com/problems/evaluate-reverse-polish-notation/,Evaluate Reverse Polish Notation,8
https://leetcode.com/problems/max-points-on-a-line/,Max Points on a Line,8
https://leetcode.com/problems/lru-cache/,LRU Cache,5
https://leetcode.com/problems/word-ladder/,Word Ladder,7
https://leetcode.com/problems/maximum-depth-of-binary-tree/,Maximum Depth of Binary Tree,10
https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/,Binary Tree Zigzag Level Order Traversal,2
https://leetcode.com/problems/binary-tree-level-order-traversal/,Binary Tree Level Order Traversal,9
https://leetcode.com/problems/symmetric-tree/,Symmetric Tree,5
https://leetcode.com/problems/same-tree/,Same Tree,6
https://leetcode.com/problems/merge-sorted-array/,Merge Sorted Array,5
https://leetcode.com/problems/search-in-rotated-sorted-array-ii/,Search in Rotated Sorted Array II,4
https://leetcode.com/problems/minimum-window-substring/,Minimum Window Substring,10
https://leetcode.com/problems/edit-distance/,Edit Distance,7
https://leetcode.com/problems/sqrtx/,Sqrt(x),9
https://leetcode.com/problems/text-justification/,Text Justification,18
https://leetcode.com/problems/valid-number/,Valid Number,10
https://leetcode.com/problems/insert-interval/,Insert Intervals,9
https://leetcode.com/problems/merge-intervals/,Merge Intervals,7
https://leetcode.com/problems/maximum-subarray/,Maximum Subarray,43
https://leetcode.com/problems/powx-n/,"Pow(x, n)",7
https://leetcode.com/problems/permutations/,Permutations,6
https://leetcode.com/problems/combination-sum/,Combination Sum,3
https://leetcode.com/problems/search-in-rotated-sorted-array/,Search in Rotated Sorted Array,17
https://leetcode.com/problems/remove-duplicates-from-sorted-array/,Remove Duplicates from Sorted Array,5
https://leetcode.com/problems/merge-k-sorted-lists/,Merge k Sorted Lists,3
https://leetcode.com/problems/valid-parentheses/,Valid Parentheses,33
https://leetcode.com/problems/4sum/,4 Sum,2
https://leetcode.com/problems/median-of-two-sorted-arrays/,Median of Two Sorted Arrays,2
